fips,county,year,netmigration_1864,pop_1864,rate_1864,netmigration_total,pop_total,rate_total
103,Rio Blanco County,2007,34,3237,1.05,64,6093,1.05
105,Rio Grande County,2007,-264,11431,-2.31,-281,12167,-2.31
107,Routt County,2007,244,15235,1.6,359,22415,1.6
109,Saguache County,2007,-92,4570,-2.01,-124,6159,-2.01
111,San Juan County,2007,10,624,1.6,11,686,1.6
113,San Miguel County,2007,470,7276,1.92,140,7276,1.92
115,Sedgwick County,2007,-53,1759,-3.01,-73,2422,-3.01
117,Summit County,2007,30,27163,0.08,21,27163,0.08
119,Teller County,2007,154,15052,1.02,237,23164,1.02
121,Washington County,2007,-85,4927,-1.18,-58,4927,-1.18
123,Weld County,2007,3041,172157,1.77,4209,238279,1.77
125,Yuma County,2007,-263,9881,-0.96,-95,9881,-0.96
000,Colorado,2008,31440,3808272,0.83,40469,4901938,0.83
001,Adams County,2008,2731,309945,0.88,3746,425138,0.88
003,Alamosa County,2008,-63,10071,-0.63,-96,15346,-0.63
005,Arapahoe County,2008,3400,358257,0.95,5279,556246,0.95
007,Archuleta County,2008,-61,8370,-0.73,-88,12074,-0.73
009,Baca County,2008,-65,3627,-1.79,-70,3906,-1.79
011,Bent County,2008,291,6008,4.06,244,6008,4.06
013,Boulder County,2008,475,111699,0.43,1241,291827,0.43
014,Broomfield County,2008,348,32697,1.06,579,54400,1.06
015,Chaffee County,2008,146,12456,1.17,204,17403,1.17
017,Cheyenne County,2008,-15,1675,-0.9,-17,1898,-0.9
019,Clear Creek County,2008,-47,4599,-1.02,-95,9294,-1.02
021,Conejos County,2008,-93,8208,-1.13,-95,8384,-1.13
023,Costilla County,2008,-60,3611,-1.61,-58,3611,-1.61
025,Crowley County,2008,-4,4715,-0.08,-5,5893,-0.08
027,Custer County,2008,-7,2622,-0.27,-11,4119,-0.27
029,Delta County,2008,295,20025,1.47,447,30342,1.47
031,Denver County,2008,5535,581903,0.94,5480,581903,0.94
033,Dolores County,2008,37,1238,2.99,62,2074,2.99
035,Douglas County,2008,3439,190838,1.8,4987,276740,1.8
037,Eagle County,2008,313,50301,0.52,263,50301,0.52
039,Elbert County,2008,47,7346,0.64,145,22663,0.64
041,El Paso County,2008,3217,409254,0.79,4709,599060,0.79
043,Fremont County,2008,-9,2752,0.33,153,46774,0.33
045,Garfield County,2008,790,49755,1.59,861,54226,1.59
047,Gilpin County,2008,107,5084,1.99,101,5084,1.99
049,Grand County,2008,87,13037,0.67,97,14535,0.67
051,Gunnison County,2008,116,15137,0.52,78,15137,0.52
053,Hinsdale County,2008,-45,824,-3.28,-27,824,-3.28
055,Huerfano County,2008,108,7680,1.07,82,7680,1.07
057,Jackson County,2008,-30,1063,-2.82,-39,1381,-2.82
059,Jefferson County,2008,1034,530565,0.19,1014,530565,0.19
061,Kiowa County,2008,-35,1432,-2.23,-32,1432,-2.23
063,Kit Carson County,2008,18,837,2.15,173,8042,2.15
065,Lake County,2008,-56,4789,-1.17,-85,7269,-1.17
067,La Plata County,2008,444,37178,1.19,598,50073,1.19
069,Larimer County,2008,2672,200225,1.33,3902,292394,1.33
071,Las Animas County,2008,-79,15486,-0.34,-53,15486,-0.34
073,Lincoln County,2008,-43,5277,-0.81,-45,5522,-0.81
075,Logan County,2008,-87,18857,-0.46,-103,22324,-0.46
077,Mesa County,2008,1786,97348,1.83,2581,140680,1.83
079,Mineral County,2008,-9,223,-4.04,-31,767,-4.04
081,Moffat County,2008,51,13446,0.3,40,13446,0.3
083,Montezuma County,2008,-16,9600,-0.17,-42,25200,-0.17
085,Montrose County,2008,372,22451,1.66,662,39952,1.66
087,Morgan County,2008,-267,27746,-0.88,-245,27746,-0.88
089,Otero County,2008,-90,17140,-0.53,-99,18853,-0.53
091,Ouray County,2008,91,3581,2.54,112,4407,2.54
093,Park County,2008,-147,16278,-0.75,-122,16278,-0.75
095,Phillips County,2008,-51,4451,-0.63,-28,4451,-0.63
097,Pitkin County,2008,336,16673,1.91,318,16673,1.91
099,Prowers County,2008,-123,10263,-1.2,-152,12682,-1.2
101,Pueblo County,2008,556,93016,0.6,934,156252,0.6
103,Rio Blanco County,2008,1,6160,0.02,1,6160,0.02
105,Rio Grande County,2008,-91,11357,-0.8,-97,12105,-0.8
107,Routt County,2008,234,15599,1.5,344,22931,1.5
109,Saguache County,2008,5,5147,0.1,6,6176,0.1
111,San Juan County,2008,8,621,1.29,9,698,1.29
113,San Miguel County,2008,-265,7304,-1.08,-79,7304,-1.08
115,Sedgwick County,2008,3,1815,0.17,4,2420,0.17
117,Summit County,2008,-22,27464,-0.06,-16,27464,-0.06
119,Teller County,2008,-88,14949,-0.59,-136,23102,-0.59
121,Washington County,2008,-168,4802,-2.39,-115,4802,-2.39
123,Weld County,2008,2253,176393,1.28,3118,244116,1.28
125,Yuma County,2008,-66,9895,-0.24,-24,9895,-0.24
000,Colorado,2009,28176,3866541,0.73,36267,4976853,0.73
001,Adams County,2009,4260,318005,1.34,5845,436323,1.34
003,Alamosa County,2009,-151,10134,-1.49,-228,15301,-1.49
005,Arapahoe County,2009,3409,364916,0.93,5292,566480,0.93
007,Archuleta County,2009,-134,8305,-1.61,-192,11899,-1.61
009,Baca County,2009,-57,3564,-1.6,-61,3814,-1.6
011,Bent County,2009,570,6481,7.39,479,6481,7.39
013,Boulder County,2009,54,114077,0.05,139,293641,0.05
014,Broomfield County,2009,318,33290,0.96,529,55378,0.96
015,Chaffee County,2009,135,12642,1.07,188,17604,1.07
017,Cheyenne County,2009,-48,1661,-2.89,-53,1833,-2.89
019,Clear Creek County,2009,-132,4480,-2.95,-267,9060,-2.95
021,Conejos County,2009,-203,8013,-2.53,-208,8210,-2.53
023,Costilla County,2009,-114,3505,-3.14,-110,3505,-3.14
025,Crowley County,2009,-83,5537,-1.5,-87,5803,-1.5
027,Custer County,2009,43,2890,1.49,62,4166,1.49
029,Delta County,2009,206,20221,1.02,312,30625,1.02
031,Denver County,2009,7697,595573,1.28,7620,595573,1.28
033,Dolores County,2009,-20,1208,-1.66,-34,2052,-1.66
035,Douglas County,2009,1675,194576,0.86,2429,282163,0.86
037,Eagle County,2009,525,51520,0.86,441,51520,0.86
039,Elbert County,2009,51,7343,0.69,159,22890,0.69
041,El Paso County,2009,2995,415719,0.72,4384,608518,0.72
043,Fremont County,2009,4,3059,-0.13,-61,46635,-0.13
045,Garfield County,2009,408,50794,0.8,445,55400,0.8
047,Gilpin County,2009,303,5396,5.3,286,5396,5.3
049,Grand County,2009,34,13121,0.26,38,14664,0.26
051,Gunnison County,2009,9,15266,0.04,6,15266,0.04
053,Hinsdale County,2009,-8,827,-0.6,-5,827,-0.6
055,Huerfano County,2009,-1200,6710,-13.68,-918,6710,-13.68
057,Jackson County,2009,9,1134,0.79,11,1386,0.79
059,Jefferson County,2009,-219,532606,-0.04,-215,532606,-0.04
061,Kiowa County,2009,-42,1392,-2.73,-38,1392,-2.73
063,Kit Carson County,2009,21,864,2.43,201,8269,2.43
065,Lake County,2009,-119,4797,-2.48,-178,7174,-2.48
067,La Plata County,2009,273,37656,0.72,368,50759,0.72
069,Larimer County,2009,2196,203779,1.08,3206,297502,1.08
071,Las Animas County,2009,-55,15477,-0.24,-37,15477,-0.24
073,Lincoln County,2009,-67,5229,-1.28,-70,5463,-1.28
075,Logan County,2009,114,19157,0.6,134,22517,0.6
077,Mesa County,2009,2324,100180,2.32,3359,144795,2.32
079,Mineral County,2009,-16,216,-7.42,-53,714,-7.42
081,Moffat County,2009,-57,13544,-0.34,-46,13544,-0.34
083,Montezuma County,2009,40,10046,0.4,101,25365,0.4
085,Montrose County,2009,305,22892,1.33,542,40680,1.33
087,Morgan County,2009,31,28026,0.1,28,28026,0.1
089,Otero County,2009,-9,16960,-0.05,-10,18844,-0.05
091,Ouray County,2009,-32,3498,-0.91,-40,4372,-0.91
093,Park County,2009,-472,15971,-2.45,-392,15971,-2.45
095,Phillips County,2009,0,,0,0,4454,0
097,Pitkin County,2009,268,17053,1.48,253,17053,1.48
099,Prowers County,2009,-123,10245,-1.2,-151,12576,-1.2
101,Pueblo County,2009,353,93810,0.38,592,157324,0.38
103,Rio Blanco County,2009,57,3366,1.69,107,6317,1.69
105,Rio Grande County,2009,-135,11246,-1.2,-144,11995,-1.2
107,Routt County,2009,151,15866,0.95,222,23325,0.95
109,Saguache County,2009,-56,4514,-1.24,-76,6126,-1.24
111,San Juan County,2009,-9,563,-1.6,-11,687,-1.6
113,San Miguel County,2009,-345,7267,-1.42,-103,7267,-1.42
115,Sedgwick County,2009,-24,1678,-1.43,-34,2376,-1.43
117,Summit County,2009,-9,27783,-0.03,-7,27783,-0.03
119,Teller County,2009,29,15295,0.19,44,23205,0.19
121,Washington County,2009,-36,4777,-0.52,-25,4777,-0.52
123,Weld County,2009,1614,179866,0.9,2234,248959,0.9
125,Yuma County,2009,181,10036,0.65,65,10036,0.65
000,Colorado,2010,31537,4239462,0.74,37569,5050332,0.74
001,Adams County,2010,2150,393232,0.55,2426,443711,0.55
003,Alamosa County,2010,21,6500,0.32,50,15474,0.32
005,Arapahoe County,2010,3235,509045,0.64,3653,574819,0.64
007,Archuleta County,2010,220,12060,0.96,116,12060,0.96
009,Baca County,2010,-1,633,-0.16,-6,3795,-0.16
011,Bent County,2010,21,4712,0.45,29,6506,0.45
013,Boulder County,2010,244,196534,0.12,367,295605,0.12
014,Broomfield County,2010,202,36561,0.55,310,56107,0.55
015,Chaffee County,2010,187,15699,1.19,212,17797,1.19
017,Cheyenne County,2010,-0,0,-0.11,-2,1834,-0.11
019,Clear Creek County,2010,3,353,0.85,78,9155,0.85
021,Conejos County,2010,8,8282,0.1,8,8282,0.1
023,Costilla County,2010,21,2649,0.79,28,3532,0.79
025,Crowley County,2010,33,5838,0.51,30,5838,0.51
027,Custer County,2010,163,4272,2.76,118,4272,2.76
029,Delta County,2010,158,18628,0.85,262,30889,0.85
031,Denver County,2010,5150,604879,0.63,3819,604879,0.63
033,Dolores County,2010,2,824,0.24,5,2060,0.24
035,Douglas County,2010,1175,150747,0.78,2238,287124,0.78
037,Eagle County,2010,-1391,52057,-0.27,-142,52057,-0.27
039,Elbert County,2010,109,15644,0.7,161,23107,0.7
041,El Paso County,2010,10621,503236,2.11,13238,627232,2.11
043,Fremont County,2010,423,46854,0.75,350,46854,0.75
045,Garfield County,2010,72,34852,0.21,116,56150,0.21
047,Gilpin County,2010,47,5463,0.82,45,5463,0.82
049,Grand County,2010,40,14790,0.22,32,14790,0.22
051,Gunnison County,2010,-46,15309,-0.3,-46,15309,-0.3
053,Hinsdale County,2010,1,85,1.19,10,843,1.19
055,Huerfano County,2010,-5,3698,-0.14,-9,6655,-0.14
057,Jackson County,2010,-1,694,-0.14,-2,1387,-0.14
059,Jefferson County,2010,983,487994,0.2,1079,535651,0.2
061,Kiowa County,2010,14,980,1.43,20,1399,1.43
063,Kit Carson County,2010,-30,8267,-0.35,-29,8267,-0.35
065,Lake County,2010,50,7282,0.52,38,7282,0.52
067,La Plata County,2010,289,40955,0.71,363,51441,0.71
069,Larimer County,2010,1045,213644,0.49,1470,300532,0.49
071,Las Animas County,2010,-39,12519,-0.31,-48,15407,-0.31
073,Lincoln County,2010,1,2737,0.04,2,5474,0.04
075,Logan County,2010,-246,22293,-1.02,-228,22293,-1.02
077,Mesa County,2010,1025,91526,1.12,1648,147155,1.12
079,Mineral County,2010,-12,705,-1.42,-10,705,-1.42
081,Moffat County,2010,135,12594,1.07,148,13806,1.07
083,Montezuma County,2010,145,25532,0.47,120,25532,0.47
085,Montrose County,2010,333,33453,1,410,41188,1
087,Morgan County,2010,12,8904,-0.13,-38,28196,-0.13
089,Otero County,2010,-5,8563,-0.06,-11,18838,-0.06
091,Ouray County,2010,98,4446,1.42,63,4446,1.42
093,Park County,2010,162,10455,1.55,252,16262,1.55
095,Phillips County,2010,2,1489,0.13,6,4465,0.13
097,Pitkin County,2010,0,,0,0,17156,0
099,Prowers County,2010,-40,4642,-0.86,-108,12531,-0.86
101,Pueblo County,2010,1564,151735,1.03,1644,159496,1.03
103,Rio Blanco County,2010,225,6153,3.66,242,6617,3.66
105,Rio Grande County,2010,-10,3429,-0.29,-35,12001,-0.29
107,Routt County,2010,-36,19624,-0.18,-43,23439,-0.18
109,Saguache County,2010,0,,0,0,6144,0
111,San Juan County,2010,18,581,3.1,22,709,3.1
113,San Miguel County,2010,11,1839,0.6,44,7356,0.6
115,Sedgwick County,2010,4,1578,0.25,6,2367,0.25
117,Summit County,2010,50,25994,0.19,54,28073,0.19
119,Teller County,2010,81,10264,0.79,185,23441,0.79
121,Washington County,2010,19,3660,0.52,25,4815,0.52
123,Weld County,2010,1963,176719,1.11,2824,254230,1.11
125,Yuma County,2010,-26,6521,-0.4,-40,10032,-0.4
000,Colorado,2011,23420,3007329,0.78,39905,5124143,0.78
001,Adams County,2011,1900,231153,0.82,3717,452208,0.82
003,Alamosa County,2011,73,12434,0.59,92,15669,0.59
005,Arapahoe County,2011,3504,300342,1.17,6836,585940,1.17
007,Archuleta County,2011,-26,3912,-0.66,-80,12035,-0.66
009,Baca County,2011,1,539,0.19,7,3770,0.19
011,Bent County,2011,-1,42,-2.43,-154,6336,-2.43
013,Boulder County,2011,1379,131563,1.05,3147,300237,1.05
014,Broomfield County,2011,506,31977,1.58,908,57381,1.58
015,Chaffee County,2011,134,9903,1.35,244,18031,1.35
017,Cheyenne County,2011,6,373,1.61,30,1864,1.61
019,Clear Creek County,2011,-31,2507,-1.24,-112,9054,-1.24
021,Conejos County,2011,-71,8259,-0.47,-39,8259,-0.47
023,Costilla County,2011,80,2630,3.04,111,3648,3.04
025,Crowley County,2011,1,450,0.22,13,5849,0.22
027,Custer County,2011,-6,551,-1.09,-46,4219,-1.09
029,Delta County,2011,-202,13183,-1.53,-466,30411,-1.53
031,Denver County,2011,13115,622085,1.89,11756,622085,1.89
033,Dolores County,2011,-6,489,-1.23,-25,2036,-1.23
035,Douglas County,2011,383,38562,0.99,2907,292683,0.99
037,Eagle County,2011,-124,10734,-1.16,-601,52023,-1.16
039,Elbert County,2011,-463,23139,-0.15,-35,23139,-0.15
041,El Paso County,2011,2698,295651,0.91,5828,638640,0.91
043,Fremont County,2011,528,34356,1.54,729,47434,1.54
045,Garfield County,2011,-309,28613,-1.08,-606,56113,-1.08
047,Gilpin County,2011,-12,1067,-1.13,-61,5421,-1.13
049,Grand County,2011,-146,7844,-1.86,-271,14559,-1.86
051,Gunnison County,2011,5,12841,0.04,6,15409,0.04
053,Hinsdale County,2011,-3,146,-2.06,-17,824,-2.06
055,Huerfano County,2011,-32,2288,-1.4,-91,6505,-1.4
057,Jackson County,2011,-9,370,-2.43,-33,1356,-2.43
059,Jefferson County,2011,1060,181060,0.59,3165,540617,0.59
061,Kiowa County,2011,6,286,2.1,30,1427,2.1
063,Kit Carson County,2011,-269,8164,-1.53,-125,8164,-1.53
065,Lake County,2011,-3,391,-0.77,-56,7289,-0.77
067,La Plata County,2011,28,9026,0.31,161,51899,0.31
069,Larimer County,2011,1348,122286,1.1,3366,305350,1.1
071,Las Animas County,2011,-117,5535,-2.11,-318,15042,-2.11
073,Lincoln County,2011,-43,2365,-1.82,-98,5388,-1.82
075,Logan County,2011,-129,13650,-0.95,-209,22114,-0.95
077,Mesa County,2011,44,35000,0.13,186,147953,0.13
079,Mineral County,2011,73,712,0.7,5,712,0.7
081,Moffat County,2011,-210,5759,-3.65,-490,13436,-3.65
083,Montezuma County,2011,-55,11855,-0.46,-118,25434,-0.46
085,Montrose County,2011,-197,25953,-0.76,-311,40970,-0.76
087,Morgan County,2011,42,28408,0.1,29,28408,0.1
089,Otero County,2011,-53,18819,-0.26,-48,18819,-0.26
091,Ouray County,2011,-113,4414,-0.95,-42,4414,-0.95
093,Park County,2011,-37,2328,-1.59,-255,16042,-1.59
095,Phillips County,2011,-15,1158,-1.3,-57,4398,-1.3
097,Pitkin County,2011,-130,17177,-0.59,-101,17177,-0.59
099,Prowers County,2011,-38,12488,-0.29,-36,12488,-0.29
101,Pueblo County,2011,102,86754,0.12,188,159898,0.12
103,Rio Blanco County,2011,1,130,0.77,52,6735,0.77
105,Rio Grande County,2011,-60,5450,-1.1,-131,11898,-1.1
107,Routt County,2011,-176,12793,-1.38,-320,23259,-1.38
109,Saguache County,2011,106,6196,0.27,17,6196,0.27
111,San Juan County,2011,-2,77,-2.6,-18,691,-2.6
113,San Miguel County,2011,129,7488,0.99,74,7488,0.99
115,Sedgwick County,2011,17,2368,0.55,13,2368,0.55
117,Summit County,2011,-26,2577,-1.01,-283,28044,-1.01
119,Teller County,2011,-117,14372,-0.81,-190,23339,-0.81
121,Washington County,2011,-168,3730,-4.5,-207,4595,-4.5
123,Weld County,2011,1260,142417,0.88,2290,258836,0.88
125,Yuma County,2011,19,4005,0.47,48,10117,0.47
000,Colorado,2012,25286,3296171,0.77,39860,5195972,0.77
001,Adams County,2012,2391,264573,0.9,4162,460539,0.9
003,Alamosa County,2012,-102,13756,-0.74,-116,15643,-0.74
005,Arapahoe County,2012,2731,263003,1.04,6194,596499,1.04
007,Archuleta County,2012,138,12148,0.57,69,12148,0.57
009,Baca County,2012,-5,464,-1.08,-40,3711,-1.08
011,Bent County,2012,-456,5261,-8.67,-505,5826,-8.67
013,Boulder County,2012,1427,117881,1.21,3696,305316,1.21
014,Broomfield County,2012,273,14259,1.91,1127,58863,1.91
015,Chaffee County,2012,175,18164,0.76,138,18164,0.76
017,Cheyenne County,2012,-12,1873,-0.11,-2,1873,-0.11
019,Clear Creek County,2012,-0,0,-0.02,-2,9069,-0.02
021,Conejos County,2012,-36,3566,-1.01,-83,8220,-1.01
023,Costilla County,2012,-6,774,-0.78,-28,3608,-0.78
025,Crowley County,2012,-384,5048,-7.61,-413,5429,-7.61
027,Custer County,2012,192,4213,0.09,4,4213,0.09
029,Delta County,2012,7,2774,0.25,77,30509,0.25
031,Denver County,2012,12834,636635,1.5,9531,636635,1.5
033,Dolores County,2012,-62,2002,-2.05,-41,2002,-2.05
035,Douglas County,2012,858,68782,1.25,3728,298854,1.25
037,Eagle County,2012,-81,13450,-0.6,-315,52303,-0.6
039,Elbert County,2012,28,12518,0.22,52,23246,0.22
041,El Paso County,2012,2522,478271,0.53,3414,647429,0.53
043,Fremont County,2012,-488,47090,-0.5,-234,47090,-0.5
045,Garfield County,2012,28,8121,0.34,196,56845,0.34
047,Gilpin County,2012,-4,2170,-0.18,-10,5423,-0.18
049,Grand County,2012,-135,4705,-2.87,-408,14217,-2.87
051,Gunnison County,2012,-108,15393,-0.69,-106,15393,-0.69
053,Hinsdale County,2012,-12,370,-3.25,-26,801,-3.25
055,Huerfano County,2012,56,4311,1.3,85,6543,1.3
057,Jackson County,2012,-16,815,-1.96,-26,1324,-1.96
059,Jefferson County,2012,2184,275072,0.79,4340,546616,0.79
061,Kiowa County,2012,-21,1405,-0.64,-9,1405,-0.64
063,Kit Carson County,2012,-43,2867,-1.5,-121,8067,-1.5
065,Lake County,2012,-25,1501,-1.67,-120,7201,-1.67
067,La Plata County,2012,434,52498,0.75,395,52498,0.75
069,Larimer County,2012,2068,157847,1.31,4074,310960,1.31
071,Las Animas County,2012,-179,14963,-0.43,-65,14963,-0.43
073,Lincoln County,2012,16,1452,1.1,60,5442,1.1
075,Logan County,2012,-215,18320,-1.17,-257,21898,-1.17
077,Mesa County,2012,-98,27563,-0.36,-526,147939,-0.36
079,Mineral County,2012,6,618,0.97,7,720,0.97
081,Moffat County,2012,-117,5194,-2.25,-297,13183,-2.25
083,Montezuma County,2012,-57,25439,-0.08,-21,25439,-0.08
085,Montrose County,2012,-87,13348,-0.65,-265,40657,-0.65
087,Morgan County,2012,-83,6539,-1.27,-358,28202,-1.27
089,Otero County,2012,-79,7074,-1.12,-208,18623,-1.12
091,Ouray County,2012,66,4241,1.56,70,4497,1.56
093,Park County,2012,-43,16035,-0.24,-39,16035,-0.24
095,Phillips County,2012,59,4413,0.23,10,4413,0.23
097,Pitkin County,2012,298,17299,0.26,45,17299,0.26
099,Prowers County,2012,-80,7302,-1.1,-136,12413,-1.1
101,Pueblo County,2012,634,160437,0.16,252,160437,0.16
103,Rio Blanco County,2012,24,6759,0.09,6,6759,0.09
105,Rio Grande County,2012,-35,7539,-0.46,-55,11846,-0.46
107,Routt County,2012,-66,14224,-0.46,-108,23275,-0.46
109,Saguache County,2012,1,62,1.64,104,6347,1.64
111,San Juan County,2012,145,694,0.29,2,694,0.29
113,San Miguel County,2012,8,1190,0.67,51,7580,0.67
115,Sedgwick County,2012,16,1652,0.97,23,2374,0.97
117,Summit County,2012,897,28299,0.01,3,28299,0.01
119,Teller County,2012,2,732,0.27,64,23413,0.27
121,Washington County,2012,-34,3023,-1.12,-51,4534,-1.12
123,Weld County,2012,1302,116691,1.12,2947,264122,1.12
125,Yuma County,2012,-43,5784,-0.74,-75,10087,-0.74
000,Colorado,2013,29453,3407177,0.86,45579,5272662,0.86
001,Adams County,2013,2732,252563,1.08,5084,469996,1.08
003,Alamosa County,2013,62,15750,0.19,30,15750,0.19
005,Arapahoe County,2013,3568,289487,1.23,7497,608262,1.23
007,Archuleta County,2013,169,12233,0.58,71,12233,0.58
009,Baca County,2013,-6,378,-1.59,-58,3647,-1.59
011,Bent County,2013,-4,397,-1.01,-58,5744,-1.01
013,Boulder County,2013,1432,129069,1.11,3440,310053,1.11
014,Broomfield County,2013,245,17748,1.38,829,60053,1.38
015,Chaffee County,2013,48,3744,1.28,235,18330,1.28
017,Cheyenne County,2013,-3,1880,-0.11,-2,1880,-0.11
019,Clear Creek County,2013,-2737,9045,-0.39,-35,9045,-0.39
021,Conejos County,2013,-21,3122,-0.67,-55,8175,-0.67
023,Costilla County,2013,-7,553,-1.27,-45,3549,-1.27
025,Crowley County,2013,-78,3453,-2.26,-120,5311,-2.26
027,Custer County,2013,50,3669,1.36,58,4256,1.36
029,Delta County,2013,-318,30362,-0.49,-150,30362,-0.49
031,Denver County,2013,12952,650876,1.41,9196,650876,1.41
033,Dolores County,2013,24,1945,1.23,25,2026,1.23
035,Douglas County,2013,1272,74259,1.71,5250,306490,1.71
037,Eagle County,2013,40344,52787,0,2,52787,0
039,Elbert County,2013,32,3215,1,234,23503,1
041,El Paso County,2013,2703,422782,0.64,4199,656774,0.64
043,Fremont County,2013,-288,23787,-1.21,-561,46335,-1.21
045,Garfield County,2013,-109,16889,-0.65,-368,57018,-0.65
047,Gilpin County,2013,41,3145,1.3,72,5522,1.3
049,Grand County,2013,286,14308,0.24,35,14308,0.24
051,Gunnison County,2013,118,14276,0.83,129,15606,0.83
053,Hinsdale County,2013,-100,804,-0.25,-2,804,-0.25
055,Huerfano County,2013,-1,112,-0.9,-58,6447,-0.9
057,Jackson County,2013,3,251,1.2,16,1336,1.2
059,Jefferson County,2013,1982,276313,0.72,3961,552207,0.72
061,Kiowa County,2013,-1,100,-1.01,-14,1388,-1.01
063,Kit Carson County,2013,262,8239,2,165,8239,2
065,Lake County,2013,-1,249,-0.4,-29,7217,-0.4
067,La Plata County,2013,612,44356,1.38,737,53415,1.38
069,Larimer County,2013,2059,162358,1.27,4012,316357,1.27
071,Las Animas County,2013,-241,6229,-3.87,-556,14369,-3.87
073,Lincoln County,2013,-26,2939,-0.88,-48,5425,-0.88
075,Logan County,2013,-85,7562,-1.12,-244,21707,-1.12
077,Mesa County,2013,-66,18416,-0.36,-530,147885,-0.36
079,Mineral County,2013,34,733,1.77,13,733,1.77
081,Moffat County,2013,-54,4893,-1.1,-145,13137,-1.1
083,Montezuma County,2013,125,25506,0.1,26,25506,0.1
085,Montrose County,2013,-159,37935,-0.42,-170,40559,-0.42
087,Morgan County,2013,-25,3454,-0.72,-204,28181,-0.72
089,Otero County,2013,-118,14908,-0.79,-146,18445,-0.79
091,Ouray County,2013,16,1547,1.03,47,4543,1.03
093,Park County,2013,129,16173,0.7,114,16173,0.7
095,Phillips County,2013,-51,4381,-0.55,-24,4381,-0.55
097,Pitkin County,2013,146,17467,0.5,87,17467,0.5
099,Prowers County,2013,-70,5632,-1.24,-153,12309,-1.24
101,Pueblo County,2013,17,45540,0.04,60,160727,0.04
103,Rio Blanco County,2013,-40,3046,-1.31,-88,6700,-1.31
105,Rio Grande County,2013,-79,4365,-1.81,-211,11656,-1.81
107,Routt County,2013,165,17082,0.97,228,23604,0.97
109,Saguache County,2013,-11,518,-2.13,-133,6255,-2.13
111,San Juan County,2013,25,692,0.29,2,692,0.29
113,San Miguel County,2013,-8,7621,-0.03,-2,7621,-0.03
115,Sedgwick County,2013,-13,844,-1.54,-36,2336,-1.54
117,Summit County,2013,394,28730,0.82,236,28730,0.82
119,Teller County,2013,-0,0,-0.55,-129,23324,-0.55
121,Washington County,2013,22,2055,1.07,49,4576,1.07
123,Weld County,2013,1741,124007,1.4,3793,270164,1.4
125,Yuma County,2013,69,10156,0.21,21,10156,0.21
000,Colorado,2014,31705,3541348,0.9,47918,5352288,0.9
001,Adams County,2014,3777,315730,1.2,5743,480072,1.2
003,Alamosa County,2014,-2,340,-0.59,-93,15771,-0.59
005,Arapahoe County,2014,3190,320936,0.99,6151,618832,0.99
007,Archuleta County,2014,121,12250,0.02,2,12250,0.02
009,Baca County,2014,-39,2449,-1.59,-57,3578,-1.59
011,Bent County,2014,56,5775,0.83,48,5775,0.83
013,Boulder County,2014,732,127040,0.58,1804,313087,0.58
014,Broomfield County,2014,466,22718,2.05,1265,61670,2.05
015,Chaffee County,2014,280,18462,0.85,157,18462,0.85
017,Cheyenne County,2014,-17,698,-2.44,-45,1847,-2.44
019,Clear Creek County,2014,57,6766,0.84,77,9140,0.84
021,Conejos County,2014,-107,8203,-0.28,-23,8203,-0.28
023,Costilla County,2014,17,1599,1.06,38,3573,1.06
025,Crowley County,2014,229,4564,5.02,280,5580,5.02
027,Custer County,2014,35,1650,2.12,92,4336,2.12
029,Delta County,2014,-83,8054,-1.03,-309,29983,-1.03
031,Denver County,2014,12582,666071,1.52,10101,666071,1.52
033,Dolores County,2014,-3,138,-2.18,-43,1968,-2.18
035,Douglas County,2014,1603,86607,1.85,5827,314818,1.85
037,Eagle County,2014,-69,48990,-0.14,-75,53250,-0.14
039,Elbert County,2014,49,2710,1.81,434,23996,1.81
041,El Paso County,2014,1736,564178,0.31,2043,663948,0.31
043,Fremont County,2014,-661,46146,-0.06,-28,46146,-0.06
045,Garfield County,2014,-30,6871,-0.44,-250,57253,-0.44
047,Gilpin County,2014,73,2024,3.61,207,5739,3.61
049,Grand County,2014,109,8307,1.31,191,14556,1.31
051,Gunnison County,2014,193,15797,0.69,109,15797,0.69
053,Hinsdale County,2014,-18,397,-4.54,-35,771,-4.54
055,Huerfano County,2014,0,0,-0.24,-15,6376,-0.24
057,Jackson County,2014,19,599,3.18,44,1385,3.18
059,Jefferson County,2014,3857,433717,0.89,4971,558985,0.89
061,Kiowa County,2014,-15,1377,-0.73,-10,1377,-0.73
063,Kit Carson County,2014,-355,8009,-3.05,-244,8009,-3.05
065,Lake County,2014,332,7273,0.26,19,7273,0.26
067,La Plata County,2014,279,53924,0.48,258,53924,0.48
069,Larimer County,2014,3085,159034,1.94,6288,324149,1.94
071,Las Animas County,2014,-101,5162,-1.96,-275,14054,-1.96
073,Lincoln County,2014,38,2494,1.52,84,5511,1.52
075,Logan County,2014,179,14309,1.25,275,21983,1.25
077,Mesa County,2014,-324,101450,-0.32,-472,147791,-0.32
079,Mineral County,2014,-9,212,-4.26,-30,704,-4.26
081,Moffat County,2014,-169,7958,-2.12,-275,12948,-2.12
083,Montezuma County,2014,-21,6446,-0.33,-83,25476,-0.33
085,Montrose County,2014,-83,40599,-0.13,-53,40599,-0.13
087,Morgan County,2014,-111,10082,-1.1,-309,28066,-1.1
089,Otero County,2014,-14,3614,-0.39,-71,18328,-0.39
