fips,county,year,netmigration_1864,pop_1864,rate_1864,netmigration_total,pop_total,rate_total
091,Ouray County,2014,34,4565,0.7,32,4565,0.7
093,Park County,2014,144,12742,1.13,185,16369,1.13
095,Phillips County,2014,-128,4391,-0.14,-6,4391,-0.14
097,Pitkin County,2014,200,17717,1,177,17717,1
099,Prowers County,2014,-135,5480,-2.46,-297,12054,-2.46
101,Pueblo County,2014,384,161084,0.04,67,161084,0.04
103,Rio Blanco County,2014,-75,4502,-1.67,-110,6602,-1.67
105,Rio Grande County,2014,-55,3145,-1.75,-201,11491,-1.75
107,Routt County,2014,195,12793,1.52,367,24076,1.52
109,Saguache County,2014,-12,1380,-0.87,-54,6210,-0.87
111,San Juan County,2014,4,178,2.25,16,712,2.25
113,San Miguel County,2014,58,6065,0.96,74,7738,0.96
115,Sedgwick County,2014,2,2329,0,0,2329,0
117,Summit County,2014,399,29323,1.33,389,29323,1.33
119,Teller County,2014,3,1232,0.24,57,23402,0.24
121,Washington County,2014,-28,4567,-0.11,-5,4567,-0.11
123,Weld County,2014,1470,114954,1.28,3530,276044,1.28
125,Yuma County,2014,0,0,-0.16,-16,10204,-0.16
000,Colorado,2015,48738,3711852,1.31,71613,5453996,1.31
001,Adams County,2015,3730,300410,1.24,6091,490562,1.24
003,Alamosa County,2015,40,15873,0.09,15,15873,0.09
005,Arapahoe County,2015,4234,361440,1.17,7387,630599,1.17
007,Archuleta County,2015,79,6952,1.14,141,12408,1.14
009,Baca County,2015,-0,0,-0.2,-7,3547,-0.2
011,Bent County,2015,73,3968,1.84,108,5870,1.84
013,Boulder County,2015,2994,200060,1.5,4773,318933,1.5
014,Broomfield County,2015,1404,32518,4.32,2797,64780,4.32
015,Chaffee County,2015,283,18604,1.11,207,18604,1.11
017,Cheyenne County,2015,-26,1763,-1.48,-27,1830,-1.48
019,Clear Creek County,2015,108,6825,1.58,147,9289,1.58
021,Conejos County,2015,-75,3225,-2.33,-187,8039,-2.33
023,Costilla County,2015,1,189,0.53,19,3587,0.53
025,Crowley County,2015,27,5597,0.21,12,5597,0.21
027,Custer County,2015,65,2796,2.33,103,4430,2.33
029,Delta County,2015,1,499,0.2,60,29935,0.2
031,Denver County,2015,17447,684826,2,13713,684826,2
033,Dolores County,2015,0,0,-0.05,-1,1974,-0.05
035,Douglas County,2015,1302,78048,1.67,5377,322319,1.67
037,Eagle County,2015,278,53837,0.1,56,53837,0.1
039,Elbert County,2015,131,6069,2.16,531,24597,2.16
041,El Paso County,2015,4004,421253,0.95,6422,675645,0.95
043,Fremont County,2015,171,26207,0.65,302,46283,0.65
045,Garfield County,2015,66,32886,0.2,116,57798,0.2
047,Gilpin County,2015,140,5797,0.91,53,5797,0.91
049,Grand County,2015,225,14726,0.91,134,14726,0.91
051,Gunnison County,2015,333,16134,1.72,278,16134,1.72
053,Hinsdale County,2015,-11,764,-1.18,-9,764,-1.18
055,Huerfano County,2015,14,1516,0.92,59,6386,0.92
057,Jackson County,2015,-8,310,-2.59,-35,1352,-2.59
059,Jefferson County,2015,3523,424321,0.83,4692,565118,0.83
061,Kiowa County,2015,3,319,0.94,13,1382,0.94
063,Kit Carson County,2015,149,7888,1.89,155,8205,1.89
065,Lake County,2015,161,7399,1.11,82,7399,1.11
067,La Plata County,2015,406,37053,1.1,600,54758,1.1
069,Larimer County,2015,4477,183817,2.44,8122,333473,2.44
071,Las Animas County,2015,12,3441,0.35,49,14047,0.35
073,Lincoln County,2015,46,5548,0.61,34,5548,0.61
075,Logan County,2015,-242,22016,-0,-1,22016,-0
077,Mesa County,2015,495,136529,0.36,539,148664,0.36
079,Mineral County,2015,14,243,5.76,43,746,5.76
081,Moffat County,2015,-2,285,-0.7,-91,12952,-0.7
083,Montezuma County,2015,164,25690,0.49,126,25690,0.49
085,Montrose County,2015,-23,40580,-0.03,-14,40580,-0.03
087,Morgan County,2015,-1,672,-0.15,-42,28215,-0.15
089,Otero County,2015,-22,4041,-0.54,-99,18182,-0.54
091,Ouray County,2015,48,4597,0.87,40,4597,0.87
093,Park County,2015,225,11753,1.91,320,16714,1.91
095,Phillips County,2015,-61,4062,-1.5,-65,4328,-1.5
097,Pitkin County,2015,275,17948,0.87,156,17948,0.87
099,Prowers County,2015,-94,6837,-1.37,-164,11928,-1.37
101,Pueblo County,2015,493,53731,0.92,1493,162717,0.92
103,Rio Blanco County,2015,-30,1315,-2.28,-148,6484,-2.28
105,Rio Grande County,2015,-35,2628,-1.33,-151,11336,-1.33
107,Routt County,2015,133,17908,0.74,181,24370,0.74
109,Saguache County,2015,34,5758,0.59,37,6265,0.59
111,San Juan County,2015,-15,450,-3.34,-23,689,-3.34
113,San Miguel County,2015,139,7838,0.69,54,7838,0.69
115,Sedgwick County,2015,15,495,3.04,72,2372,3.04
117,Summit County,2015,822,30051,1.75,526,30051,1.75
119,Teller County,2015,-22,9015,-0.24,-57,23356,-0.24
121,Washington County,2015,9,756,1.19,55,4619,1.19
123,Weld County,2015,3123,134219,2.33,6632,285027,2.33
125,Yuma County,2015,-90,4817,-1.87,-188,10061,-1.87
000,Colorado,2016,45881,4348637,1.06,58474,5542211,1.06
001,Adams County,2016,3299,498007,0.65,3216,498007,0.65
003,Alamosa County,2016,92,14323,0.64,103,16035,0.64
005,Arapahoe County,2016,4022,638513,0.59,3745,638513,0.59
007,Archuleta County,2016,322,10112,3.18,409,12843,3.18
009,Baca County,2016,41,3525,0.09,3,3525,0.09
011,Bent County,2016,-88,2409,-3.65,-206,5637,-3.65
013,Boulder County,2016,1138,163690,0.7,2240,322201,0.7
014,Broomfield County,2016,488,24735,1.97,1311,66449,1.97
015,Chaffee County,2016,331,11259,2.94,562,19116,2.94
017,Cheyenne County,2016,1,98,1.02,19,1854,1.02
019,Clear Creek County,2016,191,9392,0.95,89,9392,0.95
021,Conejos County,2016,-20,6418,-0.31,-25,8022,-0.31
023,Costilla County,2016,33,900,3.67,136,3706,3.67
025,Crowley County,2016,-392,5252,-6.02,-316,5252,-6.02
027,Custer County,2016,138,3471,3.98,182,4577,3.98
029,Delta County,2016,233,13768,1.69,514,30372,1.69
031,Denver County,2016,16775,697744,1.14,7968,697744,1.14
033,Dolores County,2016,12,328,3.66,75,2050,3.66
035,Douglas County,2016,1072,86494,1.24,4072,328548,1.24
037,Eagle County,2016,522,54529,0.27,149,54529,0.27
039,Elbert County,2016,181,10378,1.74,438,25112,1.74
041,El Paso County,2016,6078,482240,1.26,8690,689481,1.26
043,Fremont County,2016,450,24197,1.86,874,46995,1.86
045,Garfield County,2016,367,34330,1.07,630,58930,1.07
047,Gilpin County,2016,214,5906,1.64,97,5906,1.64
049,Grand County,2016,234,9061,2.58,392,15179,2.58
051,Gunnison County,2016,253,16449,1.43,236,16449,1.43
053,Hinsdale County,2016,7,230,3.05,24,786,3.05
055,Huerfano County,2016,110,2926,3.76,247,6568,3.76
057,Jackson County,2016,54,1357,0.37,5,1357,0.37
059,Jefferson County,2016,4052,468038,0.87,4949,571648,0.87
061,Kiowa County,2016,-18,637,-2.83,-38,1343,-2.83
063,Kit Carson County,2016,-490,6443,-7.61,-581,7639,-7.61
065,Lake County,2016,110,7146,1.54,116,7535,1.54
067,La Plata County,2016,252,32029,0.79,436,55414,0.79
069,Larimer County,2016,2822,216164,1.31,4428,339182,1.31
071,Las Animas County,2016,90,14073,0.57,80,14073,0.57
073,Lincoln County,2016,35,5552,0.2,11,5552,0.2
075,Logan County,2016,-7,8092,-0.09,-19,21963,-0.09
077,Mesa County,2016,716,75530,0.95,1425,150321,0.95
079,Mineral County,2016,8,673,1.19,9,757,1.19
081,Moffat County,2016,32,3453,0.93,122,13164,0.93
083,Montezuma County,2016,46,4669,0.99,256,25981,0.99
085,Montrose County,2016,210,14700,1.43,588,41160,1.43
087,Morgan County,2016,-55,7480,-0.74,-207,28152,-0.74
089,Otero County,2016,21,8688,0.24,44,18203,0.24
091,Ouray County,2016,136,3591,3.79,181,4778,3.79
093,Park County,2016,536,15387,3.48,604,17338,3.48
095,Phillips County,2016,-36,2374,-1.52,-65,4286,-1.52
097,Pitkin County,2016,-5,1577,-0.32,-57,17972,-0.32
099,Prowers County,2016,-3,1194,-0.25,-30,11934,-0.25
101,Pueblo County,2016,750,76850,0.98,1605,164459,0.98
103,Rio Blanco County,2016,-47,5129,-0.92,-59,6438,-0.92
105,Rio Grande County,2016,-4,4122,-0.1,-11,11335,-0.1
107,Routt County,2016,249,24711,0.82,202,24711,0.82
109,Saguache County,2016,72,3505,2.05,132,6425,2.05
111,San Juan County,2016,-100,690,-0.14,-1,690,-0.14
113,San Miguel County,2016,49,2807,1.75,140,8019,1.75
115,Sedgwick County,2016,5,364,1.38,33,2398,1.38
117,Summit County,2016,515,30566,0.93,283,30566,0.93
119,Teller County,2016,471,17304,2.72,654,24027,2.72
121,Washington County,2016,14,1108,1.26,59,4669,1.26
123,Weld County,2016,3902,156861,2.49,7335,294867,2.49
125,Yuma County,2016,-10,3475,-0.29,-29,10077,-0.29
000,Colorado,2017,38728,4732485,0.82,45956,5615732,0.82
001,Adams County,2017,2893,503890,0.36,1829,503890,0.36
003,Alamosa County,2017,1,848,0.12,19,16094,0.12
005,Arapahoe County,2017,3068,644088,0.26,1677,644088,0.26
007,Archuleta County,2017,233,7019,3.32,442,13314,3.32
009,Baca County,2017,19,2496,0.76,27,3546,0.76
011,Bent County,2017,27,694,3.89,227,5834,3.89
013,Boulder County,2017,-8,7887,0.1,328,323367,0.1
014,Broomfield County,2017,574,27718,2.07,1412,68182,2.07
015,Chaffee County,2017,409,13584,3.01,592,19661,3.01
017,Cheyenne County,2017,2,1856,0.05,1,1856,0.05
019,Clear Creek County,2017,172,8310,2.07,199,9614,2.07
021,Conejos County,2017,8,878,0.91,74,8120,0.91
023,Costilla County,2017,140,3772,1.64,62,3772,1.64
025,Crowley County,2017,548,5393,10.16,592,5825,10.16
027,Custer County,2017,212,3624,5.85,284,4854,5.85
029,Delta County,2017,103,10260,1,307,30578,1
031,Denver County,2017,18210,706615,0.6,4232,706615,0.6
033,Dolores County,2017,-60,2039,-0.1,-2,2039,-0.1
035,Douglas County,2017,2208,136664,1.62,5431,336149,1.62
037,Eagle County,2017,-31,16211,-0.19,-105,54905,-0.19
039,Elbert County,2017,125,5817,2.15,553,25733,2.15
041,El Paso County,2017,4149,410895,1.01,7082,701363,1.01
043,Fremont County,2017,434,26112,1.66,791,47590,1.66
045,Garfield County,2017,-78,16131,-0.48,-286,59145,-0.48
047,Gilpin County,2017,113,6008,1.53,92,6008,1.53
049,Grand County,2017,405,15363,0.79,122,15363,0.79
051,Gunnison County,2017,336,15175,2.21,374,16891,2.21
053,Hinsdale County,2017,2,264,0.76,6,792,0.76
055,Huerfano County,2017,99,5285,1.87,124,6619,1.87
057,Jackson County,2017,21,1376,1.24,17,1376,1.24
059,Jefferson County,2017,3864,575722,0.45,2586,575722,0.45
061,Kiowa County,2017,11,601,1.83,25,1364,1.83
063,Kit Carson County,2017,-457,6653,-6.87,-492,7162,-6.87
065,Lake County,2017,101,6132,1.65,127,7710,1.65
067,La Plata County,2017,152,55646,0.15,82,55646,0.15
069,Larimer County,2017,2192,182015,1.2,4146,344267,1.2
071,Las Animas County,2017,52,4271,1.22,173,14209,1.22
073,Lincoln County,2017,-60,5526,-0.47,-26,5526,-0.47
075,Logan County,2017,-34,6884,-0.49,-108,21864,-0.49
077,Mesa County,2017,457,46115,0.99,1506,151965,0.99
079,Mineral County,2017,28,754,0.8,6,754,0.8
081,Moffat County,2017,-85,8506,-1,-131,13108,-1
083,Montezuma County,2017,90,15979,0.56,147,26098,0.56
085,Montrose County,2017,204,13839,1.47,616,41786,1.47
087,Morgan County,2017,-138,28266,-0.04,-10,28266,-0.04
089,Otero County,2017,1,110,0.91,168,18367,0.91
091,Ouray County,2017,121,4799,0.25,12,4799,0.25
093,Park County,2017,558,17882,2.98,532,17882,2.98
095,Phillips County,2017,17,4294,0.14,6,4294,0.14
097,Pitkin County,2017,-6,946,-0.63,-114,17972,-0.63
099,Prowers County,2017,20,11421,0.18,21,11992,0.18
101,Pueblo County,2017,727,80437,0.9,1500,165962,0.9
103,Rio Blanco County,2017,-68,3963,-1.72,-109,6351,-1.72
105,Rio Grande County,2017,-4,1220,-0.33,-37,11282,-0.33
107,Routt County,2017,279,18993,1.47,370,25187,1.47
109,Saguache County,2017,201,6614,3.04,202,6646,3.04
111,San Juan County,2017,30,712,2.95,21,712,2.95
113,San Miguel County,2017,-74,8036,-0.44,-35,8036,-0.44
115,Sedgwick County,2017,-28,900,-3.11,-72,2312,-3.11
117,Summit County,2017,542,30828,0.17,51,30828,0.17
119,Teller County,2017,446,18887,2.36,582,24646,2.36
121,Washington County,2017,13,764,1.7,81,4756,1.7
123,Weld County,2017,4048,159478,2.54,7744,305088,2.54
125,Yuma County,2017,-49,4184,-1.17,-117,9990,-1.17
000,Colorado,2018,38517,3946252,0.98,55604,5696897,0.98
001,Adams County,2018,2761,350664,0.79,4029,511707,0.79
003,Alamosa County,2018,13,3057,0.43,69,16225,0.43
005,Arapahoe County,2018,3240,540313,0.6,3908,651710,0.6
007,Archuleta County,2018,308,10394,2.96,407,13734,2.96
009,Baca County,2018,10,1046,0.96,34,3554,0.96
011,Bent County,2018,39,5819,0.65,38,5819,0.65
013,Boulder County,2018,521,111470,0.47,1522,325637,0.47
014,Broomfield County,2018,393,23824,1.65,1148,69591,1.65
015,Chaffee County,2018,259,12057,2.15,431,20063,2.15
017,Cheyenne County,2018,7,1625,0.43,8,1857,0.43
019,Clear Creek County,2018,464,9652,0.28,27,9652,0.28
021,Conejos County,2018,1,281,0.36,29,8139,0.36
023,Costilla County,2018,79,3816,1.47,56,3816,1.47
025,Crowley County,2018,55,2678,2.05,122,5939,2.05
027,Custer County,2018,110,4924,1.75,86,4924,1.75
029,Delta County,2018,118,7312,1.61,499,30919,1.61
031,Denver County,2018,14330,718184,0.98,7060,718184,0.98
033,Dolores County,2018,3,309,0.97,20,2054,0.97
035,Douglas County,2018,1785,117990,1.51,5194,343326,1.51
037,Eagle County,2018,-136,16627,-0.82,-449,54891,-0.82
039,Elbert County,2018,79,4228,1.87,491,26272,1.87
041,El Paso County,2018,4126,353509,1.17,8338,714386,1.17
043,Fremont County,2018,241,23748,1.01,486,47889,1.01
045,Garfield County,2018,102,25321,0.4,241,59827,0.4
047,Gilpin County,2018,151,6104,1.26,77,6104,1.26
049,Grand County,2018,247,15501,0.75,116,15501,0.75
051,Gunnison County,2018,172,11732,1.47,252,17188,1.47
053,Hinsdale County,2018,29,806,2.48,20,806,2.48
055,Huerfano County,2018,184,4210,4.37,300,6864,4.37
057,Jackson County,2018,33,1393,1.36,19,1393,1.36
059,Jefferson County,2018,3280,579641,0.49,2851,579641,0.49
061,Kiowa County,2018,8,687,1.17,16,1373,1.17
063,Kit Carson County,2018,30,7165,0.01,1,7165,0.01
065,Lake County,2018,162,7787,0.37,29,7787,0.37
067,La Plata County,2018,440,41065,1.07,604,56371,1.07
069,Larimer County,2018,2541,156760,1.62,5687,350842,1.62
071,Las Animas County,2018,120,5071,2.37,343,14493,2.37
073,Lincoln County,2018,47,4239,1.11,62,5591,1.11
075,Logan County,2018,-27,6771,-0.4,-87,21816,-0.4
077,Mesa County,2018,579,54706,1.06,1627,153722,1.06
079,Mineral County,2018,8,387,2.07,16,774,2.07
081,Moffat County,2018,0,0,0.21,28,13192,0.21
083,Montezuma County,2018,65,26145,0.11,29,26145,0.11
085,Montrose County,2018,190,17572,1.08,457,42265,1.08
087,Morgan County,2018,133,14052,0.95,272,28736,0.95
089,Otero County,2018,18,18377,0.09,16,18377,0.09
091,Ouray County,2018,253,4808,0.44,21,4808,0.44
093,Park County,2018,454,13609,3.34,618,18525,3.34
095,Phillips County,2018,-312,4275,-0.12,-5,4275,-0.12
097,Pitkin County,2018,-4,1012,-0.4,-71,17947,-0.4
099,Prowers County,2018,1,447,0.22,27,12051,0.22
101,Pueblo County,2018,536,75981,0.71,1179,167129,0.71
103,Rio Blanco County,2018,-15,2159,-0.69,-44,6333,-0.69
105,Rio Grande County,2018,-2,703,-0.28,-32,11238,-0.28
107,Routt County,2018,117,12131,0.96,246,25506,0.96
109,Saguache County,2018,79,2927,2.7,185,6853,2.7
111,San Juan County,2018,35,556,6.3,48,762,6.3
113,San Miguel County,2018,101,8173,1.24,101,8173,1.24
115,Sedgwick County,2018,-21,1488,-1.41,-32,2266,-1.41
117,Summit County,2018,-2,282,-0.71,-219,30813,-0.71
119,Teller County,2018,322,17957,1.79,450,25094,1.79
121,Washington County,2018,-3,405,-0.74,-35,4721,-0.74
123,Weld County,2018,3416,160419,2.13,6690,314169,2.13
125,Yuma County,2018,-173,9973,-0.52,-52,9973,-0.52
000,Colorado,2019,45370,5763976,0.75,43268,5763976,0.75
001,Adams County,2019,5940,517885,0.51,2629,517885,0.51
003,Alamosa County,2019,29,5101,-0.57,-92,16181,-0.57
005,Arapahoe County,2019,3715,656822,0.23,1538,656822,0.23
007,Archuleta County,2019,180,9476,1.9,266,14002,1.9
009,Baca County,2019,-86,3556,0.17,6,3556,0.17
011,Bent County,2019,21,5798,-0.03,-2,5798,-0.03
013,Boulder County,2019,816,266966,0.31,1000,327164,0.31
014,Broomfield County,2019,1226,70762,1.3,921,70762,1.3
015,Chaffee County,2019,152,8694,1.75,356,20361,1.75
017,Cheyenne County,2019,-6,365,-1.64,-30,1825,-1.64
019,Clear Creek County,2019,96,9740,0.84,82,9740,0.84
021,Conejos County,2019,-47,8161,0.13,11,8161,0.13
023,Costilla County,2019,26,1380,1.89,73,3872,1.89
025,Crowley County,2019,29,1591,1.82,110,6032,1.82
027,Custer County,2019,37,1328,2.79,141,5059,2.79
029,Delta County,2019,76,6044,1.26,392,31173,1.26
031,Denver County,2019,17574,729239,0.94,6855,729239,0.94
033,Dolores County,2019,-3,1019,-0.29,-6,2037,-0.29
035,Douglas County,2019,1547,86872,1.78,6260,351528,1.78
037,Eagle County,2019,59,13945,-0.42,-233,55070,-0.42
039,Elbert County,2019,287,20103,1.43,381,26686,1.43
041,El Paso County,2019,5783,722493,0.51,3712,722493,0.51
043,Fremont County,2019,73,47645,-0.1,-47,47645,-0.1
045,Garfield County,2019,373,60168,-0.06,-37,60168,-0.06
047,Gilpin County,2019,17,881,1.93,120,6215,1.93
049,Grand County,2019,61,5240,1.16,183,15718,1.16
051,Gunnison County,2019,73,5344,1.37,239,17495,1.37
053,Hinsdale County,2019,7,441,1.59,13,819,1.59
055,Huerfano County,2019,19,2246,0.85,58,6854,0.85
057,Jackson County,2019,-0,0,-0.65,-9,1383,-0.65
059,Jefferson County,2019,3812,583081,0.4,2307,583081,0.4
061,Kiowa County,2019,-0,0,1.43,20,1395,1.43
063,Kit Carson County,2019,-16,1755,-0.91,-65,7128,-0.91
065,Lake County,2019,15,549,2.73,221,8081,2.73
067,La Plata County,2019,8,2573,-0.31,-175,56272,-0.31
069,Larimer County,2019,2013,136835,1.47,5251,356938,1.47
071,Las Animas County,2019,8,2828,0.28,41,14493,0.28
073,Lincoln County,2019,22,1408,1.56,89,5692,1.56
075,Logan County,2019,56,11578,0.48,106,21914,0.48
077,Mesa County,2019,493,66420,0.74,1150,154933,0.74
079,Mineral County,2019,0,0,-0.79,-6,764,-0.79
081,Moffat County,2019,55,13252,0.08,11,13252,0.08
083,Montezuma County,2019,1251,26160,0.18,48,26160,0.18
085,Montrose County,2019,207,15724,1.32,563,42765,1.32
087,Morgan County,2019,56,15759,0.36,103,28984,0.36
089,Otero County,2019,-24,10702,-0.22,-41,18281,-0.22
091,Ouray County,2019,32,1089,2.94,145,4934,2.94
093,Park County,2019,198,12355,1.6,302,18844,1.6
095,Phillips County,2019,-130,4278,-0.12,-5,4278,-0.12
097,Pitkin County,2019,-11,698,-1.58,-280,17756,-1.58
099,Prowers County,2019,-0,0,0.42,51,12122,0.42
101,Pueblo County,2019,441,71149,0.62,1042,168110,0.62
103,Rio Blanco County,2019,-139,6307,-0.36,-23,6307,-0.36
105,Rio Grande County,2019,-118,11238,-0.04,-5,11238,-0.04
107,Routt County,2019,333,25652,0.24,61,25652,0.24
109,Saguache County,2019,1,273,-0.37,-25,6824,-0.37
111,San Juan County,2019,3,61,-4.96,-36,726,-4.96
113,San Miguel County,2019,2,442,-0.45,-37,8174,-0.45
115,Sedgwick County,2019,-2,496,-0.4,-9,2229,-0.4
117,Summit County,2019,-356,30983,0,0,30983,0
119,Teller County,2019,172,14684,1.17,297,25355,1.17
121,Washington County,2019,-0,0,0.44,21,4742,0.44
123,Weld County,2019,3527,158138,2.23,7221,323763,2.23
125,Yuma County,2019,-0,0,0.35,35,10063,0.35
